QKEY,INTERVIEW_START_W140,INTERVIEW_END_W140,DEVICE_TYPE_W140,LANG_W140,FORM_W140,SATIS_W140,YEARAHEAD_W140,POL1JB_W140,POL1JBSTR_W140,JBSUCCESS_W140,BIDENDESC_ORD_W140,BIDENDESC_MENT_W140,BIDENDESC_STND_W140,BIDENDESC_HON_W140,BIDENDESC_INSP_W140,BIDENDESC_GETDN_W140,BIDENDESC_ENER_W140,BIDENDESC_STRN_W140,BIDENDESC_MDL_W140,BIDENDESC_TEMP_W140,INCREMENTAL_W140,INSTN_CHR_W140,INSTN_CLGS_W140,INSTN_LBRUN_W140,INSTN_TECHCMP_W140,INSTN_SMBUS_W140,INSTN_K12_W140,INSTN_BNKS_W140,INSTN_MIL_W140,INSTN_LGECRP_W140,INSTN2_CHR_W140,INSTN2_CLGS_W140,INSTN2_LBRUN_W140,INSTN2_TECHCMP_W140,INSTN2_SMBUS_W140,INSTN2_K12_W140,INSTN2_BNKS_W140,INSTN2_MIL_W140,INSTN2_LGECRP_W140,DECISION_W140,WINLOSE_W140,PRIPRES_JOB_W140,PRIPRES_BD_W140,PRIPRES_DTRD_W140,PRIPRES_ENV_W140,PRIPRES_TER_W140,PRIPRES_EC_W140,PRIPRES_GCC_W140,PRIPRES_EDU_W140,PRIPRES_HC_W140,PRIPRES_CRI_W140,PRIPRES_GT_W140,PRIPRES_INF_W140,PRIPRES_RA_W140,PRIPRES_SC_W140,PRIPRES_MON_W140,PRIPRES_POOR_W140,PRIPRES_MIL_W140,PRIPRES_NRG_W140,PRIPRES_IMM_W140,PRIPRES_POL_W140,PRESWITHOP_W140,OPWITHPRES_W140,ECON1_W140,ECON1B_W140,ECONCONC_PRICE_W140,ECONCONC_UNEM_W140,ECONCONC_REAL_W140,ECONCONC_STCK_W140,ECONCONC_ENG2_W140,ECONCONC_BANK_W140,HGSTNDRD_W140,HGSTNDRD2_W140,MARIJUANA3_W140,MARIJ_STRICT_W140,MARIJ_CRIME_W140,MARIJ_ECON_W140,MARIJ_FAIR_W140,MARIJ_DRUG_W140,EXCPWER_W140,TALKIMP_W140,TALKCONF_W140,VTPRIORITY_ATO_W140,VTPRIORITY_HLDY_W140,VTPRIORITY_FLN_W140,VTPRIORITY_RMVVT_W140,VTPRIORITY_BLT_CL_W140,VTPRIORITY_GOVID_W140,VTPRIORITY_PPR_W140,VTPRIORITY_ERLY_W140,VTPRIORITY_ML_W140,VTPRIORITY_REGED_W140,UNDROPPL_W140,UNIONDROP_W140,BORDER_CL_W140,BRDERJOB_W140,IMM_CRISIS_W140,IMMFACT_NOOPP_W140,IMMFACT_USOPP_W140,IMMFACT_VIOL_W140,IMMFACT_FRDM_W140,IMMFACT_POL_W140,IMMCRIMM_W140,IMMPOLIMPCT_DPRT_W140,IMMPOLIMPCT_BUS_W140,IMMPOLIMPCT_AID_W140,IMMPOLIMPCT_HRD_W140,IMMPOLIMPCT_COND_W140,IMMPOLIMPCT_RCS_W140,IMMPOLIMPCT_OPP_W140,IMMPOLIMPCT_WALL_W140,IMMPOLIMPCT_WORK_W140,NEWYR_W140,NEWRES_HLTH_W140,NEWRES_WRK_W140,NEWRES_FMLY_W140,NEWRES_HBS_W140,NEWRES_FIN_W140,NEWRES_SE_W140,RESKEPT_M_W140,RESKEPT_S_W140,RESLNONE_W140,IMPEACHFOLL_JB_W140,IMPEACHAPP_JB_W140,IMPEACHREM_JB_W140,WRKRCMPMOD_W140,SOCSEC_CPS_W140,ASREP_ABORT_W140,ASREP_AGREE_a_W140,ASREP_AGREE_b_W140,ASREP_AGREE_c_W140,ASREP_AGREE_d_W140,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W140
201801179657,2024-01-17T17:34:53Z,2024-01-17T17:46:09Z,2,1,2,,2,99,,3,,,,,,3,3,3,2,2,2,,,,,,,,,,4,99,4,2,99,99,99,99,99,1,99,,,,,,1,2,2,2,1,,,,,,2,2,1,1,1,,1,3,3,1,1,4,3,1,1,,1,2,2,2,2,3,1,2,1,1,,,,,,1,4,99,1,1,,1,3,,1,1,1,1,1,1,99,,,,,,99,1,99,2,1,1,2,1,2,1,2,2,,,4,3,3,2,2,1,5,1,3,1,1,4,9,2,2,2,1,5,2,,4,3,5,4,1,9,,3,6,2,,2,4,1,9,4,1,2,3,0.27554635658317883
201801179785,2024-01-18T00:00:07Z,2024-01-18T00:17:48Z,1,1,2,,1,2,2,1,,,,,,2,3,2,2,2,2,,,,,,,,,,2,2,2,3,2,2,3,2,3,1,1,,,,,,1,2,1,2,2,,,,,,2,1,1,1,2,,1,2,1,2,3,3,3,3,3,,1,1,3,3,3,3,3,2,1,2,,,,,,1,1,3,1,3,,2,2,,1,1,1,2,3,1,3,,,,,,3,2,1,1,3,,,,,,,,,1,5,4,4,2,2,2,5,3,2,2,1,4,9,2,3,1,99,99,2,,1,1,1,1,1,10,,3,6,2,,2,3,1,9,3,1,2,3,0.8292598998073484
201801179899,2024-01-17T16:03:56Z,2024-01-17T16:27:47Z,2,1,1,2,,1,2,2,2,2,2,2,3,,,,,,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,2,1,,,,,,1,1,2,1,2,,,,,,1,,3,,,,,,,,1,,1,3,3,3,3,3,2,1,1,2,2,3,3,2,,,,,,4,,5,2,,1,1,1,1,1,1,3,2,1,3,1,,,,,3,,,,,,,,,5,5,3,3,2,2,2,5,4,2,2,1,4,9,1,3,1,1,6,2,,3,3,5,4,6,1,2,1,5,2,,2,3,1,4,2,1,2,2,0.20499440967571733
201801179909,2024-01-17T15:48:43Z,2024-01-17T16:10:54Z,2,1,1,1,,1,1,1,1,1,1,1,1,,,,,,2,2,1,1,2,1,1,2,2,2,,,,,,,,,,1,1,1,2,2,1,2,,,,,,3,1,1,2,1,,,,,,2,,2,,,,,,,,1,,1,3,3,3,3,3,2,1,2,1,1,2,4,2,,,,,,4,,1,2,,1,1,1,1,3,2,3,3,3,2,1,,,,,3,,,,,,,,,1,1,4,4,2,2,1,5,5,2,3,1,4,9,1,2,1,2,4,2,,4,99,99,4,1,1,2,1,4,2,,2,4,1,5,5,1,2,2,1.1137347831045115
201801180048,2024-01-19T18:09:36Z,2024-01-19T18:17:37Z,1,1,2,,2,2,2,3,,,,,,2,3,3,2,2,1,,,,,,,,,,2,2,99,2,2,99,99,99,2,1,2,,,,,,2,1,2,3,2,,,,,,2,3,1,3,2,,1,4,3,1,2,1,3,2,2,,1,1,3,1,1,1,2,2,2,1,,,,,,2,2,2,2,1,,3,5,,3,1,2,1,2,2,3,,,,,,1,1,2,1,3,,,,,,,,,1,5,99,3,2,2,1,5,4,2,3,1,4,9,2,2,2,1,5,2,,1,3,5,1,1,2,2,2,5,2,,2,4,1,99,4,1,2,99,0.1522223435910604
201801180081,2024-01-17T15:40:16Z,2024-01-17T16:02:48Z,1,1,2,,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,2,1,1,1,1,1,1,1,1,2,2,,,,,,1,1,2,1,2,,,,,,1,1,1,2,2,,1,1,3,3,4,3,4,3,3,,1,1,3,3,1,1,3,2,1,2,,,,,,3,2,1,1,1,,3,4,,2,1,1,1,1,1,3,,,,,,1,4,3,1,2,1,2,2,2,2,2,,1,,4,4,4,2,1,1,5,5,1,1,1,4,9,1,4,1,1,5,2,,1,1,1,1,6,12,,3,6,2,,2,4,1,7,4,2,2,2,0.8483705254335713
201801180095,2024-01-18T18:07:36Z,2024-01-18T18:16:08Z,1,1,2,,2,1,1,1,,,,,,1,3,2,1,1,1,,,,,,,,,,3,1,1,2,1,2,3,2,3,1,2,,,,,,2,1,1,1,3,,,,,,1,3,1,2,2,,1,2,1,3,3,1,3,3,3,,1,1,3,3,1,1,3,2,1,2,,,,,,3,2,1,1,1,,4,2,,2,1,1,1,2,1,3,,,,,,1,1,3,1,3,,,,,,,,,1,2,4,4,2,1,2,5,5,1,2,1,4,9,1,4,2,1,6,2,,1,1,1,1,1,10,,3,6,3,2,2,4,1,9,5,2,1,3,0.7941919967830933
201801180228,2024-01-17T15:43:49Z,2024-01-17T16:12:32Z,1,1,2,,2,1,1,1,,,,,,1,2,1,1,1,99,,,,,,,,,,3,2,1,2,2,1,2,1,3,1,1,,,,,,2,1,1,1,2,,,,,,2,2,1,3,1,,1,2,3,1,1,2,2,2,1,,1,1,3,3,1,1,3,2,2,1,,,,,,4,3,1,1,2,,3,3,,2,1,1,1,1,1,3,,,,,,1,1,3,1,1,2,1,1,1,1,2,2,,,5,4,4,2,1,2,5,5,1,3,1,4,9,1,4,2,1,6,2,,1,99,99,1,1,5,,4,5,2,,2,4,1,3,4,1,1,1,1.448688095315228
201801180326,2024-01-17T21:16:28Z,2024-01-18T07:49:49Z,2,1,2,,1,1,2,1,,,,,,2,2,2,1,1,2,,,,,,,,,,4,2,1,3,2,2,3,3,3,1,2,,,,,,1,1,2,2,3,,,,,,2,3,1,2,2,,1,2,3,2,2,2,2,2,3,,1,1,1,3,3,1,3,2,2,1,,,,,,3,2,1,1,1,,4,4,,3,1,2,1,2,2,3,,,,,,1,1,3,1,2,1,2,2,2,2,2,,2,,4,4,4,2,2,1,5,3,2,4,1,3,5,2,2,2,1,5,2,,4,1,1,4,1,9,,3,6,2,,2,4,1,9,4,2,2,3,0.9361709763843333
201801180327,2024-01-17T23:48:14Z,2024-01-18T00:04:25Z,1,1,2,,2,2,1,2,,,,,,3,3,4,2,2,1,,,,,,,,,,3,3,2,3,4,4,4,4,4,1,2,,,,,,1,2,2,1,1,,,,,,4,3,3,2,2,,1,3,3,1,3,2,1,1,2,,1,99,4,2,2,2,2,1,2,3,,,,,,1,1,1,1,2,,1,2,,1,1,1,1,3,1,1,,,,,,1,3,1,2,2,1,1,2,2,1,1,,2,,4,3,3,2,2,2,5,2,4,2,1,4,9,2,2,2,1,5,2,,4,3,5,4,1,1,2,1,3,4,1,1,2,1,9,3,1,1,3,0.2767151802783847
201801180404,2024-01-17T19:18:43Z,2024-01-17T19:46:34Z,1,1,1,2,,2,2,2,3,3,2,3,2,,,,,,2,2,1,2,1,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,2,2,,,,,,3,1,1,1,1,,,,,,1,,3,,,,,,,,1,,3,2,2,2,2,1,1,2,2,2,2,4,2,2,,,,,,4,,3,2,,1,1,1,2,1,1,1,1,3,1,3,,,,,3,,,,,,,,,1,3,3,3,2,1,1,3,5,4,4,1,4,9,2,3,1,1,5,2,,4,3,5,4,1,12,,3,5,1,,1,1,1,9,2,1,2,3,0.4604035090776643
201801180415,2024-01-17T20:57:01Z,2024-01-18T17:57:00Z,1,1,2,,2,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,2,1,1,1,1,2,2,1,3,1,1,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,2,3,1,1,2,1,1,1,,1,1,3,3,1,1,2,1,1,1,,,,,,3,2,1,1,1,,3,3,,1,1,1,1,1,1,3,,,,,,1,1,2,1,3,,,,,,,,,2,2,4,4,2,1,1,5,5,1,3,1,4,9,3,4,1,2,4,2,,1,1,1,1,1,1,1,1,5,2,,2,3,1,8,3,2,1,2,0.8790898357123413
201801180426,2024-01-17T15:55:21Z,2024-01-17T16:14:04Z,1,1,2,,1,2,1,2,,,,,,3,4,4,4,4,1,,,,,,,,,,1,4,2,2,1,3,3,2,2,1,2,,,,,,1,2,1,1,1,,,,,,2,1,2,1,2,,1,4,1,1,1,1,1,2,1,,1,1,3,3,3,3,3,1,2,1,,,,,,1,1,1,1,4,,2,1,,1,1,1,2,1,1,1,,,,,,1,1,1,1,3,,,,,,,,,5,1,1,1,2,1,2,5,5,1,1,1,4,9,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,4,1,,1,1,1,9,2,1,2,3,0.9665739967939544
201801180487,2024-01-16T16:16:02Z,2024-01-16T16:23:57Z,2,1,1,2,,1,2,3,1,2,1,1,3,,,,,,2,2,1,2,2,1,1,2,2,2,,,,,,,,,,1,1,1,2,2,1,1,,,,,,1,2,2,2,1,,,,,,2,,3,,,,,,,,1,,1,3,3,1,1,3,2,2,2,1,1,1,4,3,,,,,,3,,3,3,,1,1,1,3,3,3,1,1,1,4,3,,,,,3,,,,,,,,,1,2,4,4,2,2,2,5,3,1,1,1,4,9,1,3,1,1,5,2,,2,3,5,4,1,9,,3,6,3,2,2,3,3,9,3,1,2,3,0.5581066006723905
201801180526,2024-01-18T19:32:39Z,2024-01-18T19:55:39Z,1,1,1,2,,2,1,3,2,4,3,2,4,,,,,,2,1,99,1,2,99,2,2,2,2,,,,,,,,,,1,2,2,3,1,3,1,,,,,,2,2,3,1,1,,,,,,1,,3,,,,,,,,2,,2,3,2,3,99,1,1,2,2,2,3,3,1,1,,,,,,3,,4,4,,2,1,1,2,1,1,1,1,3,1,4,,,,,2,2,2,1,2,1,2,,1,,5,3,2,2,2,1,3,3,3,3,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,12,,3,5,1,,1,2,1,4,3,3,1,1,0.8052624163714894
201801180560,2024-01-17T21:39:49Z,2024-01-17T22:05:04Z,2,1,2,,1,1,1,1,,,,,,2,2,2,1,1,2,,,,,,,,,,3,2,1,2,2,2,2,2,2,1,1,,,,,,1,1,1,1,1,,,,,,1,2,2,1,2,,1,2,3,2,2,2,2,2,2,,1,1,3,3,3,3,3,2,1,1,,,,,,2,1,1,1,1,,4,3,,2,1,1,1,1,2,3,,,,,,1,1,3,1,3,,,,,,,,,1,3,4,4,2,1,2,5,5,1,1,1,4,9,1,4,1,1,6,2,,4,3,5,4,5,8,,4,5,2,,2,4,1,2,4,2,2,2,0.1481226719475371
201801180642,2024-01-17T20:17:02Z,2024-01-18T17:17:15Z,2,1,1,2,,1,2,1,1,2,1,2,2,,,,,,1,2,1,1,2,1,1,1,1,2,,,,,,,,,,2,2,1,1,1,1,1,,,,,,2,1,2,1,1,,,,,,1,,2,,,,,,,,1,,2,2,3,1,1,1,2,2,3,1,2,1,2,4,,,,,,3,,3,4,,1,1,1,1,1,3,1,1,3,1,2,,,,,3,,,,,,,,,2,4,4,4,2,2,1,5,3,1,1,1,4,9,2,2,1,1,6,2,,4,3,5,4,1,8,,4,5,3,2,2,3,3,9,3,1,2,3,0.7247610578915549
201801180666,2024-01-18T09:30:57Z,2024-01-18T09:45:56Z,1,1,2,,2,2,2,3,,,,,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,,,,,,2,2,2,2,2,,,,,,2,2,2,2,2,,2,2,3,2,2,2,2,2,2,,1,2,3,3,3,3,2,1,1,2,,,,,,1,3,2,2,2,,2,4,,2,2,2,2,2,2,1,,,,,,1,1,1,1,3,,,,,,,,,1,4,2,2,2,2,1,3,3,4,1,1,4,9,1,2,1,1,5,2,,2,3,5,4,1,8,,4,4,3,2,2,3,3,6,3,1,2,2,1.585813699491774
201801180739,2024-01-19T19:14:32Z,2024-01-19T19:27:45Z,2,1,2,,2,2,1,2,,,,,,3,4,4,4,4,1,,,,,,,,,,2,3,3,3,1,3,2,2,2,1,1,,,,,,1,3,1,2,1,,,,,,1,1,3,1,1,,2,3,2,1,3,2,3,2,2,,1,1,3,3,3,1,2,1,2,3,,,,,,1,4,1,1,3,,2,3,,1,99,2,3,1,1,1,,,,,,2,1,1,2,3,,,,,,,,,4,3,1,1,2,2,3,4,3,3,3,2,4,9,3,2,2,1,5,2,,1,3,5,1,1,12,,3,6,4,1,1,2,1,8,3,1,2,2,0.23318627842332243
201801180809,2024-01-17T20:22:42Z,2024-01-17T20:39:36Z,2,1,1,2,,2,1,2,3,4,3,3,4,,,,,,1,2,2,2,2,1,2,2,1,2,,,,,,,,,,1,2,2,1,3,2,2,,,,,,2,2,3,1,1,,,,,,1,,3,,,,,,,,1,,1,3,3,1,1,3,2,3,2,2,2,1,2,1,,,,,,2,,3,4,,1,2,1,3,1,1,1,3,3,3,2,,,,,3,,,,,,,,,3,5,2,2,2,2,1,3,3,3,3,1,4,9,2,2,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,3,1.0582140184288293
201801180827,2024-01-17T16:00:32Z,2024-01-17T16:10:02Z,1,1,1,1,,1,2,1,2,2,2,2,3,,,,,,2,2,1,2,1,1,1,1,1,1,,,,,,,,,,2,2,1,2,1,2,1,,,,,,1,1,1,1,2,,,,,,1,,2,,,,,,,,1,,1,3,3,1,1,2,2,1,1,1,1,1,4,2,,,,,,2,,4,3,,1,1,1,3,1,3,1,1,3,1,4,,,,,3,,,,,,,,,1,4,4,4,2,2,1,5,1,3,3,1,4,9,2,2,1,1,6,2,,4,3,5,4,1,6,,4,5,2,,2,4,1,9,4,1,1,3,0.21852123572130178
201801180933,2024-01-17T16:02:57Z,2024-01-17T16:17:22Z,1,1,1,2,,2,1,2,4,4,3,4,4,,,,,,1,2,2,2,2,1,2,2,1,1,,,,,,,,,,1,2,1,1,3,3,1,,,,,,1,1,3,1,1,,,,,,1,,4,,,,,,,,2,,1,1,3,1,3,3,2,4,3,4,2,4,1,1,,,,,,2,,1,4,,1,2,1,3,1,1,1,1,2,1,2,,,,,3,,,,,,,,,5,1,1,1,2,1,1,5,5,1,1,1,3,7,2,4,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,7,2,2,2,2,0.9860132681284695
201801180940,2024-01-20T11:20:16Z,2024-01-20T11:38:33Z,1,1,2,,1,1,1,3,,,,,,2,2,2,1,1,1,,,,,,,,,,3,1,2,2,1,1,2,3,2,1,2,,,,,,1,1,1,1,2,,,,,,1,4,1,3,1,,1,2,1,1,1,1,2,1,2,,1,1,3,1,1,1,3,2,1,2,,,,,,1,1,1,1,1,,3,4,,2,1,1,1,1,1,3,,,,,,1,4,3,4,1,1,2,2,1,1,2,1,,,3,4,4,2,2,1,5,5,1,1,1,4,9,2,2,2,1,6,2,,2,1,1,4,1,10,,3,6,2,,2,4,3,9,5,1,1,3,1.2963730210053455
201801180947,2024-01-17T18:49:22Z,2024-01-17T21:23:31Z,2,1,1,1,,2,2,1,2,2,2,2,4,,,,,,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,2,2,1,1,,,,,,1,1,3,1,2,,,,,,2,,1,,,,,,,,1,,1,3,3,1,1,3,2,1,2,2,3,2,3,4,,,,,,3,,4,3,,1,1,1,3,1,3,1,1,3,1,3,,,,,3,,,,,,,,,3,4,3,4,2,2,2,5,1,1,3,1,4,9,2,3,1,1,6,2,,4,3,5,4,1,6,,4,5,2,,2,4,1,9,4,1,2,3,0.30788354311963917
201801181034,2024-01-18T15:27:03Z,2024-01-18T15:49:27Z,2,1,2,,1,2,2,3,,,,,,2,4,3,3,2,2,,,,,,,,,,2,1,1,2,1,2,2,3,4,1,1,,,,,,1,2,1,1,3,,,,,,1,4,2,2,1,,1,3,2,1,2,1,3,2,3,,1,1,3,1,1,1,2,2,2,2,,,,,,3,1,1,1,1,,4,5,,4,1,2,1,2,3,3,,,,,,1,1,2,1,3,,,,,,,,,1,5,3,3,2,2,1,5,5,2,4,1,4,9,2,1,2,1,5,2,,1,4,4,1,6,1,2,1,4,2,,2,4,1,9,5,1,1,3,1.172381723822294
201801181092,2024-01-18T01:23:36Z,2024-01-18T01:35:40Z,2,1,1,1,,2,1,2,3,3,3,2,3,,,,,,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,1,1,1,1,1,,,,,,1,2,2,1,1,,,,,,1,,2,,,,,,,,1,,2,3,3,3,1,3,1,3,3,1,1,1,1,1,,,,,,3,,4,2,,1,1,1,1,1,1,1,1,4,1,4,,,,,3,,,,,,,,,1,4,2,2,2,2,4,3,2,2,1,1,4,9,1,3,1,1,5,2,,4,3,5,4,1,8,,4,1,1,,1,2,1,9,3,1,2,3,0.4484100170487803
201801181298,2024-01-17T17:01:04Z,2024-01-17T17:15:36Z,2,1,2,,2,1,2,1,,,,,,2,4,3,1,2,2,,,,,,,,,,4,3,1,4,2,1,3,4,4,1,2,,,,,,2,1,1,1,2,,,,,,2,4,2,2,1,,1,4,2,2,3,1,4,3,3,,1,1,3,1,1,1,2,2,2,2,,,,,,3,1,1,1,1,,4,5,,4,1,2,1,2,3,3,,,,,,1,1,2,1,3,,,,,,,,,3,4,4,4,2,2,1,5,4,2,2,1,4,9,1,2,1,2,3,2,,1,1,1,1,1,9,,3,6,4,2,2,4,1,9,5,1,1,3,0.9942650661606585
201801181325,2024-01-20T15:08:43Z,2024-01-20T15:16:03Z,2,1,2,,2,1,1,1,,,,,,2,1,2,2,1,1,,,,,,,,,,2,1,1,3,1,1,3,2,4,2,2,,,,,,1,2,2,2,2,,,,,,2,3,2,2,2,,1,2,1,2,2,1,3,2,4,,1,1,3,3,1,1,3,2,1,2,,,,,,4,1,1,1,1,,4,4,,2,1,1,1,2,3,3,,,,,,1,1,3,3,2,1,1,2,2,2,2,,1,,4,4,3,2,2,1,5,5,1,1,1,4,9,2,2,1,1,6,2,,1,1,1,1,1,2,2,2,5,2,,2,4,1,9,4,2,2,3,0.982119392546139
201801181363,2024-01-17T18:00:32Z,2024-01-17T18:12:40Z,2,1,2,,2,2,2,3,,,,,,3,3,3,3,2,2,,,,,,,,,,3,3,3,3,2,2,3,2,3,2,1,,,,,,2,2,2,2,2,,,,,,2,2,2,2,2,,1,2,2,2,3,2,3,2,3,,1,1,4,3,3,1,3,2,3,2,,,,,,2,3,2,2,3,,2,4,,2,1,1,1,2,1,1,,,,,,4,4,1,4,3,,,,,,,,,3,4,3,3,2,2,1,5,4,2,1,1,4,9,2,2,1,1,5,2,,1,1,1,1,3,12,,3,5,3,99,9,9,1,9,3,1,1,3,1.0939172581144057
201801181393,2024-01-20T11:55:01Z,2024-01-20T12:00:45Z,2,1,1,1,,1,2,1,2,3,2,2,3,,,,,,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,2,1,2,2,1,2,2,,,,,,1,1,2,1,2,,,,,,1,,2,,,,,,,,1,,1,3,1,1,1,3,2,4,3,1,1,1,3,3,,,,,,3,,4,2,,1,1,1,2,2,3,2,2,1,2,1,,,,,1,1,2,1,1,2,2,2,,,5,3,3,2,2,2,5,4,2,2,1,4,9,2,1,1,1,6,2,,3,3,5,4,6,12,,3,5,2,,2,4,3,8,4,1,1,2,1.1329483446207302
201801181615,2024-01-20T11:28:16Z,2024-01-20T11:45:10Z,2,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,1,2,2,2,1,2,2,2,2,,,,,,,,,,1,2,3,2,1,3,1,,,,,,1,1,1,2,1,,,,,,1,,4,,,,,,,,2,,1,4,3,3,1,3,2,2,1,4,1,1,1,1,,,,,,3,,1,4,,1,1,3,3,1,1,1,1,3,1,3,,,,,3,,,,,,,,,2,2,1,1,2,1,2,5,5,1,1,1,4,9,3,4,1,2,4,2,,2,5,4,4,1,2,2,2,5,3,1,1,2,1,9,3,2,1,2,1.008362459114012
201801181665,2024-01-19T07:32:55Z,2024-01-19T07:58:44Z,2,1,1,1,,1,1,1,2,2,2,2,3,,,,,,1,2,1,1,2,1,1,2,2,2,,,,,,,,,,1,1,1,1,1,1,2,,,,,,2,1,3,2,1,,,,,,2,,2,,,,,,,,2,,1,3,3,1,1,2,2,2,2,1,1,3,4,3,,,,,,3,,4,3,,1,1,1,3,1,3,1,3,3,1,2,,,,,3,,,,,,,,,4,4,4,4,2,2,1,5,3,2,1,1,4,9,2,2,1,1,6,2,,4,3,5,4,1,2,2,2,2,4,2,2,3,1,9,3,1,2,3,0.5587625154813489
201801181892,2024-01-18T17:40:06Z,2024-01-18T17:53:52Z,2,1,2,,1,1,1,1,,,,,,2,3,2,1,1,1,,,,,,,,,,3,2,2,2,2,2,3,2,3,1,1,,,,,,2,1,2,1,2,,,,,,1,3,1,1,2,,1,2,1,2,2,1,3,3,3,,1,1,3,3,1,3,3,1,2,1,,,,,,3,2,1,1,2,,3,2,,2,1,1,1,1,1,3,,,,,,1,4,3,1,3,,,,,,,,,1,2,4,4,2,1,1,5,3,2,1,1,4,9,2,3,1,3,1,2,,1,1,1,1,1,9,,3,6,2,,2,4,1,9,4,1,2,3,0.8474196086735535
201801181908,2024-01-17T21:24:30Z,2024-01-17T21:31:27Z,2,1,1,2,,2,1,3,2,4,3,2,3,,,,,,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,1,2,1,2,2,2,1,,,,,,2,2,4,1,1,,,,,,1,,4,,,,,,,,1,,1,3,1,1,1,3,2,2,3,1,1,1,3,3,,,,,,4,,1,4,,1,2,1,2,2,1,1,1,4,1,1,,,,,3,,,,,,,,,3,5,4,3,2,2,2,5,5,1,1,1,4,9,1,3,1,1,6,2,,1,5,4,1,6,1,1,1,5,3,2,2,3,1,9,3,1,1,3,0.9792073933729996
201801182117,2024-01-18T17:23:09Z,2024-01-18T17:41:23Z,1,1,1,2,,2,1,2,4,4,4,4,4,,,,,,1,1,2,2,1,2,2,1,1,1,,,,,,,,,,1,2,1,1,1,2,1,,,,,,1,1,1,1,1,,,,,,1,,2,,,,,,,,1,,2,2,2,3,3,2,2,1,1,1,1,2,4,2,,,,,,3,,4,4,,1,1,3,1,3,1,2,2,2,2,2,,,,,3,,,,,,,,,1,5,1,2,2,2,2,5,3,1,1,1,4,9,1,3,1,2,4,2,,4,3,5,4,1,1,2,1,5,4,1,1,1,1,9,2,2,2,3,0.6623728989743849
201801182135,2024-01-17T15:57:54Z,2024-01-17T17:27:14Z,2,1,2,,2,2,1,2,,,,,,4,4,4,4,4,1,,,,,,,,,,1,4,4,2,2,4,3,2,3,1,1,,,,,,1,4,2,2,1,,,,,,2,2,2,1,2,,1,4,3,1,2,1,3,1,3,,2,3,2,2,3,2,1,1,3,3,,,,,,1,1,2,4,1,,1,1,,1,1,1,3,3,1,1,,,,,,3,3,1,2,1,1,1,1,1,1,1,1,,,1,1,2,2,2,3,5,3,1,1,1,4,9,2,2,1,1,6,1,7,2,4,3,4,1,2,2,2,4,3,1,1,2,1,9,3,1,1,3,0.2494421082764356
201801182143,2024-01-17T19:26:32Z,2024-01-17T19:39:28Z,2,1,1,2,,2,1,2,3,4,2,2,3,,,,,,1,2,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,2,3,1,1,3,,,,,,2,2,1,2,1,,,,,,2,,3,,,,,,,,1,,2,2,2,2,3,3,2,1,1,1,4,1,4,1,,,,,,4,,3,4,,1,2,1,2,3,3,3,3,2,3,1,,,,,2,2,2,1,1,2,1,,1,,4,1,2,2,2,1,3,3,3,3,1,4,9,2,4,1,1,6,2,,4,3,5,4,1,12,,3,5,4,2,2,3,1,9,3,2,1,2,0.1637837025156014
201801182237,2024-01-17T20:23:14Z,2024-01-17T20:30:00Z,2,1,1,2,,1,2,2,4,4,4,4,4,,,,,,1,2,2,1,2,1,2,2,2,2,,,,,,,,,,1,2,1,2,2,2,2,,,,,,2,1,2,1,1,,,,,,1,,4,,,,,,,,2,,1,2,1,1,1,2,2,4,1,1,4,1,4,4,,,,,,4,,5,2,,1,1,1,1,3,3,4,4,4,4,4,,,,,2,1,2,2,2,99,2,,1,,5,1,2,2,2,2,5,3,1,1,1,4,9,2,2,1,2,4,1,7,1,4,3,1,1,1,1,1,4,4,1,1,2,1,9,4,2,1,3,0.49795019334054913
