QKEY,INTERVIEW_START_W145,INTERVIEW_END_W145,DEVICE_TYPE_W145,LANG_W145,FORM_W145,ECON_SIT_W145,CHILDREN_BETTEROFF2_W145,SATISFIED_DEMOCRACY_W145,FAV_US_W145,FAV_CHINA_W145,FAV_EU_W145,FAV_UN_W145,FAV_NATO_W145,FAV_RUSSIA_W145,FAV_INDIA_W145,FAV_MEXICO_W145,FAV_BRAZIL_W145,FAV_UK_W145,FAV_GERMANY_W145,FAV_FRANCE_W145,PARTYFAV_REP_W145,PARTYFAV_DEM_W145,CONFID_XI_W145,CONFID_PUTIN_W145,CONFID_MACRON_W145,CONFID_ZELENSKYY_W145,CONFID_NETANYAHU_W145,PROB_RICH_POOR_W145,PROB_GEN_UNEQUAL_W145,PROB_RACEDISCRIM_W145,PROB_RELDISCRIM_W145,PROB_MISINFORMATION_W145,FREE_PRESS_W145,FREE_SPEECH_W145,FREE_INTERNET_W145,FREEDOM_PRESS_W145,FREEDOM_SAY_W145,FREEDOM_INTERNET_W145,INEQUALITY_MERIT_W145,INEQUALITY_OPP_W145,INEQUALITY_DISCRIM_W145,INEQUALITY_AUTOMATION_W145,INEQUALITY_EDU_W145,INEQUALITY_RICH_W145,ECONSYS_REFORM_W145,USDEMOCRACY_EXAMPLE_W145,PREZFP_W145,USRESPECT_IMPORT_W145,LRNGFP_a_W145,LRNGFP_b_W145,LRNGFP_c_W145,LRNGFP_d_W145,LRNGFP_e_W145,LRNGFP_f_W145,LRNGFP_g_W145,LRNGFP_h_W145,LRNGFP_i_W145,LRNGFP_j_W145,LRNGFP_k_W145,LRNGFP_l_W145,LRNGFP_m_W145,LRNGFP_n_W145,LRNGFP_o_W145,LRNGFP_p_W145,LRNGFP_q_W145,LRNGFP_r_W145,LRNGFP_s_W145,LRNGFP_t_W145,LRNGFP_u_W145,LRNGFP_v_W145,US_EURO_SEC_W145,US_EURO_ECON_W145,US_EURO_DEM_W145,GROWINFLU1_CHINA_W145,GROWINFLU1_RUSSIA_W145,GROWINFLU1_INDIA_W145,GROWINFLU1_GERMANY_W145,GROWINFLU1_FRANCE_W145,GROWINFLU1_UK_W145,GROWINFLU1_IRAN_W145,GROWINFLU1_BRAZIL_W145,GROWINFLU1_COUNTRY_W145,GROWINFLU2_NATO_W145,GROWINFLU2_EU_W145,GROWINFLU2_UN_W145,CHINA_US_ENEMY_W145,RUSSIA_US_ENEMY_W145,BRDERJOB_W145,BRDERJOB_MEX_W145,CHINA_INFLU_ECON_W145,CHINA_INFLU_ECON2_W145,CHINA_DISPUTES_W145,NATIONALITY_RELIG_W145,NATIONALITY_BORN_W145,NATIONALITY_LANG_W145,NATIONALITY_CUSTOM_W145,BENEFITORG_NATO_W145,BENEFITORG_UN_W145,BENEFITORG_WHO_W145,UNISGZ_AID_W145,UNISGZ_CEASEFIRE_W145,EU_DEF_SPEND_W145,UKR_SPRT_W145,UKR_NATSEC_W145,UA_CONC_b_W145,UA_CONC_d_W145,SSDO_PRIORITIES_W145,SSDO_PUSH_W145,SSDO_IDEAL_W145,SSDO_DOMINATE_W145,CLASS_W145,CLASS2_W145,NATO_REGION_W145,NATO_FOCUS_W145,NATO_KNOW_W145,NEWSSOCIETY_W145,NEWSCORP_W145,NEWSGOVT_W145,NEWSRESTRICT_W145,NEWSPROTECT_W145,BESTAGE_MARRY_W145,BESTAGE_CHILD_W145,BESTAGE_HOUSE_W145,BESTAGE_RETIRE_W145,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W145
201901021466,2024-04-01T19:41:53Z,2024-04-01T19:59:10Z,2,1,2,2,2,2,1,4,2,2,2,4,2,2,2,1,2,1,3,2,3,4,2,1,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,3,3,3,3,3,2,5,1,2,1,1,1,1,1,1,1,1,3,3,4,3,2,1,1,1,3,1,3,4,,5,5,5,2,3,5,3,1,22,23,25,65,1,2,3,3,4,2,3,2,2,,1,1,1,1,5,1,2,1,6,2,,2,3,1,2,2,4,2,2,1.3272333588080591
201901021467,2024-04-05T00:06:08Z,2024-04-05T00:40:58Z,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,5,5,4,4,3,2,1,1,4,2,4,3,2,5,4,5,1,1,2,3,2,24,25,28,62,1,3,5,1,4,2,2,4,2,,4,2,2,4,3,2,2,2,5,2,,2,3,1,1,3,2,2,1,1.3188348477989063
201901021637,2024-04-02T15:26:45Z,2024-04-02T15:29:06Z,2,1,2,1,2,2,2,3,2,3,3,3,3,3,1,2,3,3,2,2,2,3,2,2,2,2,3,2,4,2,1,2,1,1,3,3,2,2,1,1,2,1,2,1,1,2,,,,,,,,,,,,1,2,2,1,1,2,1,2,2,2,2,3,2,2,1,3,1,2,2,2,1,1,1,1,1,3,2,2,3,4,3,2,2,2,4,2,2,2,3,3,4,2,3,1,2,3,2,2,3,2,2,3,2,3,4,4,2,4,3,3,2,,96,96,,1,3,5,2,3,2,3,1,1,4,2,3,3,2,4,4,2,4,2,2,,2,3,2,3,3,4,1,1,2.402184108335435
201901021916,2024-04-06T23:42:06Z,2024-04-06T23:49:50Z,2,1,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,2,1,2,3,4,1,3,3,3,2,2,2,2,1,1,1,2,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,3,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,2,1,1,3,1,2,4,4,4,5,5,4,4,2,2,2,2,2,2,2,1,,5,5,5,3,5,5,5,2,96,30,96,55,1,1,1,2,1,2,1,5,2,,3,2,2,4,6,1,1,1,1,3,99,9,9,1,5,2,1,1,2,2.2210169478960116
201901022144,2024-04-03T13:57:35Z,2024-04-03T15:46:49Z,2,1,1,3,1,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,5,5,2,2,2,1,1,1,2,3,2,1,1,2,2,3,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,3,1,1,1,,,,,,,,,,,,1,1,1,1,1,3,1,3,3,2,2,1,3,3,3,3,2,2,5,1,2,2,1,2,1,1,2,2,2,5,1,1,3,1,3,2,2,2,1,4,3,2,5,4,5,1,2,1,1,1,96,23,25,96,2,2,3,3,3,1,3,2,2,,1,1,1,1,1,1,2,1,5,4,1,1,2,1,2,3,1,2,1,1.5657030895847615
201901022149,2024-04-03T09:57:37Z,2024-04-03T10:21:42Z,1,2,1,2,1,2,2,4,2,2,2,4,2,3,3,2,3,2,3,3,4,4,2,2,3,1,2,1,2,1,2,2,3,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,,,,,,,,,,,,1,1,1,2,2,2,3,1,3,2,2,2,2,2,2,2,2,3,4,2,1,4,2,2,2,2,1,1,1,1,2,2,1,1,2,4,1,4,1,4,3,1,2,4,4,1,1,1,3,2,28,29,96,65,1,4,9,1,4,1,2,3,1,1,4,1,3,4,1,2,2,2,2,3,1,1,2,1,7,3,2,1,2,0.1629448530674377
201901022244,2024-04-01T20:58:43Z,2024-04-01T21:17:05Z,1,1,2,4,2,3,1,4,2,4,2,4,2,4,3,2,2,2,2,4,4,4,3,2,2,3,4,3,2,1,1,2,2,2,2,1,1,3,3,3,1,3,3,1,1,2,,,,,,,,,,,,2,1,1,1,1,3,1,1,1,2,2,1,1,1,3,3,1,3,2,2,3,3,3,3,3,2,3,3,4,4,2,2,1,2,3,2,1,2,4,4,3,4,1,3,1,2,2,2,3,2,3,3,2,4,4,4,1,1,1,3,1,25,96,96,70,1,3,5,2,4,1,1,5,2,,4,3,5,4,1,12,,3,5,1,,1,1,1,3,2,2,2,1,0.14995938648192922
201901022372,2024-04-02T23:32:10Z,2024-04-03T00:37:17Z,2,1,2,2,2,3,2,3,2,2,2,4,3,2,3,2,1,1,4,2,3,4,2,2,4,1,2,1,2,2,1,1,1,2,1,1,3,2,1,3,1,1,2,2,2,1,,,,,,,,,,,,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,3,3,2,3,2,2,1,3,3,2,3,4,3,2,2,1,4,3,2,2,2,2,1,1,2,1,2,1,1,1,1,4,1,4,3,2,4,4,4,2,1,1,3,1,30,30,25,56,1,4,9,2,2,1,1,5,1,7,4,4,3,4,1,1,1,1,3,3,2,2,3,1,6,3,1,2,2,0.4288019344403125
201901022402,2024-04-02T15:58:38Z,2024-04-02T16:11:46Z,2,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,1,3,3,3,1,1,1,1,4,4,4,1,2,3,1,1,1,1,2,1,2,1,3,2,3,3,2,1,3,3,1,3,,,,,,,,,,,,2,2,2,1,1,1,2,2,2,3,2,2,1,3,1,3,2,4,5,1,2,5,4,1,1,1,1,1,1,5,5,4,1,3,5,5,4,2,4,3,3,3,5,5,1,3,1,1,1,1,96,23,96,57,2,1,2,3,2,2,3,2,2,,1,1,1,1,1,12,,3,6,4,1,1,1,1,4,1,2,2,2,0.8988257846794792
201901022457,2024-04-03T19:51:51Z,2024-04-03T20:17:00Z,3,1,2,3,2,3,3,4,99,2,2,4,99,3,3,99,99,99,3,3,4,4,2,2,4,2,3,3,3,2,4,2,2,1,1,1,2,2,2,2,1,1,3,1,1,1,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,1,1,1,1,3,2,3,3,3,3,3,3,3,1,3,3,3,3,4,3,2,2,1,2,1,2,2,2,3,3,3,4,1,1,1,1,1,2,3,2,3,3,1,4,4,4,2,1,1,1,2,96,96,96,96,1,3,7,2,3,2,1,5,2,,1,1,1,1,1,1,1,1,3,1,,1,2,1,99,3,1,2,99,1.0605046543689436
201901022628,2024-04-02T21:31:28Z,2024-04-02T21:46:05Z,2,1,1,2,2,3,2,3,3,3,3,4,3,3,3,2,3,3,4,2,3,4,5,3,5,1,3,3,2,1,2,2,2,2,3,3,2,2,2,3,1,1,2,2,1,2,2,3,2,3,3,3,3,2,3,1,2,,,,,,,,,,,,2,2,3,1,1,1,2,3,3,1,1,2,2,2,2,2,3,3,4,2,2,3,3,4,2,3,4,3,4,4,4,2,1,3,3,3,2,3,2,3,2,,1,1,1,2,2,3,2,2,96,25,96,60,1,3,6,2,2,1,1,6,2,,4,2,2,4,1,1,1,1,4,3,2,2,3,1,9,3,1,1,2,0.4445137811949334
201901022699,2024-04-02T20:54:33Z,2024-04-02T21:05:43Z,2,1,2,4,2,4,4,4,4,4,2,4,2,4,4,2,2,2,4,4,4,4,4,2,3,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,3,3,3,1,3,2,1,2,1,3,3,4,4,1,2,2,4,1,1,1,1,4,1,4,4,1,3,1,2,2,1,4,1,4,3,1,4,4,4,1,1,1,1,1,96,96,25,55,1,1,1,3,3,1,2,3,2,,1,1,1,1,1,2,2,2,5,3,2,2,3,1,9,3,2,2,2,1.388608014748055
201901022726,2024-04-02T15:25:53Z,2024-04-02T15:28:10Z,2,2,1,2,2,2,2,3,2,4,2,3,2,2,2,3,3,3,2,3,3,2,2,4,3,3,2,3,3,2,1,4,2,2,3,3,3,3,3,1,1,2,3,1,1,2,3,99,2,2,1,3,2,2,2,3,2,,,,,,,,,,,,2,2,2,2,2,3,2,2,2,3,2,2,2,1,2,1,2,2,2,3,1,3,2,2,2,3,3,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,4,4,5,4,1,1,3,2,96,96,96,96,1,4,8,2,3,2,1,6,2,,99,3,5,3,4,4,2,4,5,3,2,2,3,2,2,3,4,1,1,0.511123370799485
201901022785,2024-04-04T14:01:21Z,2024-04-04T14:29:30Z,2,1,1,3,2,2,3,3,2,2,2,4,2,3,2,2,2,2,3,2,3,4,2,2,3,1,1,1,1,1,3,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1,5,5,1,3,3,3,3,1,4,99,4,3,2,4,4,4,2,3,2,5,2,25,27,30,59,2,3,6,3,3,2,2,3,2,,1,2,2,1,1,1,2,1,99,2,,2,4,1,8,4,2,2,2,1.2908009255867003
201901022867,2024-04-02T15:31:03Z,2024-04-02T15:40:18Z,1,1,2,4,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,1,4,3,4,3,1,1,1,2,2,2,1,1,2,3,1,1,2,2,1,3,,,,,,,,,,,,3,1,2,1,2,3,2,3,3,3,3,2,2,3,1,1,3,3,3,2,3,3,2,2,2,2,3,3,4,4,1,2,2,4,3,2,4,4,4,4,4,4,3,1,2,2,2,2,3,2,3,3,1,4,4,4,2,2,2,3,1,96,97,96,96,1,2,3,1,2,1,2,4,2,,1,1,1,1,1,9,,3,6,3,2,2,3,1,9,3,2,2,2,1.1796896216568296
201901022933,2024-04-03T12:12:37Z,2024-04-03T12:34:06Z,1,1,1,2,2,3,2,3,2,3,2,4,3,4,3,2,2,1,4,2,3,4,2,2,4,1,2,2,2,2,1,1,1,1,2,2,4,2,2,4,2,1,2,2,2,1,1,1,3,1,1,1,1,1,3,1,1,,,,,,,,,,,,1,1,3,1,2,1,1,1,2,2,1,3,1,1,2,2,3,3,4,2,2,1,4,4,1,1,1,2,1,3,3,1,2,1,1,1,1,4,2,4,4,,4,4,4,1,2,2,4,1,96,96,96,96,1,4,9,1,4,1,2,3,1,1,1,4,3,1,6,10,,3,6,2,,2,3,1,1,3,1,2,1,0.08721930114013071
201901023103,2024-04-02T20:41:44Z,2024-04-03T13:37:23Z,2,1,1,3,2,3,2,3,3,3,3,4,4,4,3,2,3,3,2,4,3,4,5,5,3,2,1,2,3,3,1,1,1,2,2,1,2,1,2,3,1,1,2,1,1,1,2,2,2,2,2,3,1,2,2,1,1,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,3,4,4,1,1,3,4,4,4,4,2,2,2,4,4,3,3,3,4,4,1,4,99,4,3,2,5,5,5,2,1,1,4,1,96,96,96,96,2,3,5,3,2,2,1,6,2,,1,3,5,1,6,1,1,1,2,1,,1,1,3,9,1,1,2,3,0.14194476885648621
201901023236,2024-04-02T16:01:18Z,2024-04-02T16:11:21Z,2,1,1,4,99,4,3,4,4,4,4,4,99,3,99,4,4,99,2,4,4,4,4,3,4,3,3,3,1,1,1,1,1,3,3,2,1,2,3,3,1,3,1,2,1,1,1,3,1,1,2,1,1,3,3,1,2,,,,,,,,,,,,2,2,1,1,2,99,3,3,3,3,99,2,99,99,99,3,3,4,4,1,2,1,2,2,2,1,4,4,4,4,4,1,4,99,3,2,2,2,3,4,4,,5,5,5,1,1,1,1,1,96,96,96,96,1,4,8,3,3,2,2,3,2,,1,1,1,1,5,2,2,2,1,1,,1,1,3,1,2,2,1,1,1.637123982525511
201901023246,2024-04-04T09:46:33Z,2024-04-04T10:03:05Z,2,2,2,3,2,3,2,2,2,3,2,2,2,1,2,2,2,2,3,2,2,3,2,3,3,1,3,1,3,1,1,1,1,3,3,3,4,2,2,4,1,1,1,2,1,1,,,,,,,,,,,,1,1,2,1,1,1,1,2,2,3,1,2,2,2,1,1,1,3,1,3,1,3,2,2,2,2,2,2,4,1,2,1,3,4,4,4,2,1,1,1,4,4,4,1,2,5,5,1,4,1,4,4,,4,4,4,1,1,1,4,1,25,25,25,55,1,3,7,1,2,1,2,3,1,1,2,1,3,4,1,3,2,4,2,4,2,2,3,3,3,3,1,2,1,0.7524126051629827
201901023274,2024-04-02T19:53:08Z,2024-04-02T20:16:22Z,2,1,2,3,1,2,2,3,2,2,2,3,2,3,2,2,2,2,1,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,3,3,3,1,1,2,2,2,3,2,2,2,4,3,2,2,2,2,3,1,1,1,1,1,2,3,1,2,2,2,2,2,3,2,4,4,,4,4,5,2,2,2,3,1,25,25,96,96,1,2,4,2,3,1,3,2,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,5,2,2,2,2,1.3235389210584805
201901023348,2024-04-02T16:57:23Z,2024-04-02T17:09:20Z,2,1,2,2,2,2,2,4,2,1,1,4,2,3,3,2,2,2,4,1,4,4,2,2,4,1,3,3,3,1,1,1,1,1,1,1,4,2,3,3,2,1,2,2,2,1,,,,,,,,,,,,2,1,2,1,2,2,2,1,3,1,2,2,2,1,1,2,1,3,3,3,3,2,2,3,3,3,3,3,3,4,2,2,1,4,3,3,2,1,1,2,3,3,1,3,1,2,1,1,3,1,4,4,,4,4,4,1,1,1,1,1,25,25,30,60,1,3,6,2,2,1,2,3,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,1,5,1,2,1,1.086931140806103
201901023488,2024-04-03T20:27:37Z,2024-04-03T20:38:08Z,2,1,2,2,1,2,1,4,2,2,2,4,3,3,2,2,2,2,3,1,3,4,1,2,3,1,1,2,2,3,1,3,3,2,2,2,2,1,1,3,3,2,3,1,1,1,,,,,,,,,,,,2,2,2,1,2,2,2,2,3,2,2,2,1,2,1,2,3,3,1,3,3,3,3,1,3,3,3,3,4,5,2,2,2,3,4,2,2,2,2,3,2,2,3,3,2,2,1,1,3,3,4,2,,4,4,4,3,2,3,4,2,24,26,26,60,1,2,3,1,2,2,1,5,2,,1,1,1,1,1,2,2,2,2,3,2,2,3,1,9,3,1,2,3,1.4208218145389866
201901023616,2024-04-02T15:56:54Z,2024-04-02T16:16:30Z,2,1,1,4,2,3,2,4,2,4,3,3,2,2,2,2,2,2,2,4,4,4,2,4,2,3,4,3,3,1,1,2,2,1,2,2,2,3,3,1,2,1,2,2,1,3,2,3,2,2,3,1,2,3,2,1,2,,,,,,,,,,,,1,1,2,1,3,3,3,3,3,3,3,2,3,3,1,3,2,4,4,1,2,2,2,2,1,2,3,4,3,3,3,3,1,2,4,4,2,1,3,3,3,3,4,4,4,1,1,1,1,2,96,25,96,60,1,1,2,2,3,2,2,3,2,,1,1,1,1,5,2,2,2,4,4,1,1,1,1,3,2,2,2,2,1.4221651701898466
201901023641,2024-04-02T16:45:22Z,2024-04-02T16:55:41Z,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,4,2,3,4,3,2,4,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,,,,,,,,,,,,2,1,1,1,2,2,1,2,3,1,2,1,1,1,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,4,4,2,2,2,2,2,3,3,1,2,1,1,1,1,4,1,4,3,1,4,4,4,1,1,2,2,1,30,96,96,96,1,3,5,1,4,1,1,6,1,8,4,1,3,4,1,2,2,2,5,3,2,2,3,1,9,3,1,2,3,0.22762302526004857
201901023681,2024-04-03T19:38:17Z,2024-04-03T20:19:56Z,2,2,1,3,1,3,4,3,3,3,3,4,2,1,1,3,3,4,4,4,4,4,3,4,4,1,2,1,1,1,2,1,1,2,3,2,3,1,1,3,2,1,2,3,1,2,3,1,3,1,1,1,1,3,3,3,3,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,3,3,4,1,2,2,3,4,1,4,4,1,1,1,4,4,2,1,2,2,3,1,4,1,4,2,,5,2,2,2,1,1,1,1,20,24,30,70,1,3,5,2,2,1,3,1,1,1,3,1,3,4,1,2,2,2,2,2,,2,3,1,4,3,1,2,1,2.0420190814794448
201901023814,2024-04-03T22:46:25Z,2024-04-03T22:57:08Z,2,1,1,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,4,2,3,4,2,2,4,1,2,1,2,2,1,1,1,2,2,2,4,2,1,3,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,,,,,,,,,,,,1,1,1,2,1,1,3,2,3,1,1,2,1,3,2,2,2,2,2,2,1,2,4,4,4,4,1,1,1,2,3,1,2,1,2,2,1,4,1,4,3,2,4,4,4,1,1,2,3,1,96,96,96,96,2,4,8,3,2,1,1,6,2,,1,1,1,1,2,12,,3,6,2,,2,4,3,1,5,2,2,1,1.6561054934096517
201901023853,2024-04-02T21:12:33Z,2024-04-02T21:27:30Z,2,1,1,3,2,2,2,4,3,3,99,4,99,99,99,99,99,99,2,4,4,4,99,99,2,3,4,3,2,3,1,1,1,1,2,1,1,2,3,3,3,1,3,1,1,1,2,3,2,2,3,2,1,3,99,2,2,,,,,,,,,,,,2,2,2,1,1,99,99,99,2,1,99,2,99,99,99,3,3,3,5,2,2,2,3,3,2,2,99,99,99,5,4,4,4,1,4,3,3,2,4,3,4,,4,4,5,1,1,1,3,1,20,23,96,65,1,3,6,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,4,1,2,1,1,1.4250084463365877
201901023925,2024-04-04T19:13:02Z,2024-04-04T20:02:45Z,2,1,1,4,2,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,3,3,4,1,2,1,1,2,1,1,1,2,2,2,1,1,2,3,2,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,3,,,,,,,,,,,,2,2,2,3,1,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,2,3,4,4,4,4,3,3,3,4,4,4,1,2,3,3,1,4,2,4,4,,4,5,5,2,2,2,2,1,96,96,96,96,2,3,6,2,2,2,1,6,2,,1,1,1,1,1,1,2,1,4,4,2,2,3,2,6,3,1,2,2,1.66308962317542
201901023927,2024-04-03T12:00:12Z,2024-04-03T12:18:01Z,3,1,2,1,1,3,1,3,1,1,1,4,2,2,2,1,1,1,4,2,3,4,2,2,4,1,2,2,2,1,1,2,1,1,2,2,2,2,99,3,99,1,2,2,1,2,,,,,,,,,,,,2,1,2,2,2,2,1,1,2,1,2,1,1,1,3,1,1,2,1,2,3,3,2,3,3,2,2,3,3,3,3,2,1,4,3,3,2,1,1,1,3,3,1,2,1,1,1,1,4,1,4,3,2,4,4,4,1,2,2,1,1,26,28,32,65,1,3,7,2,4,1,2,3,2,,1,1,1,1,2,12,,3,6,2,,2,4,1,9,4,2,2,3,1.3822861056220153
201901024027,2024-04-02T18:24:17Z,2024-04-02T18:40:13Z,1,1,2,2,1,3,1,3,2,2,1,4,2,2,3,2,1,2,4,2,4,4,2,2,4,2,2,2,99,1,2,2,2,1,1,1,4,2,2,3,3,1,2,2,99,1,,,,,,,,,,,,2,2,2,1,3,2,2,1,2,1,3,1,2,1,3,2,3,3,3,3,1,3,1,1,3,3,2,3,3,3,3,99,3,4,4,3,2,1,2,2,3,3,4,2,1,1,1,1,4,2,4,4,,4,4,5,2,1,1,3,1,25,27,30,65,1,1,2,3,4,2,1,5,2,,1,1,1,1,1,1,2,1,5,2,,2,4,1,99,4,2,2,99,1.284234664737884
201901024032,2024-04-02T16:55:57Z,2024-04-02T17:10:15Z,1,1,1,2,1,2,1,3,2,2,2,4,2,3,2,1,1,2,3,2,3,4,2,2,3,1,1,2,2,2,1,2,3,2,2,2,1,1,2,99,2,1,3,2,1,2,1,1,3,2,2,3,2,1,1,1,2,,,,,,,,,,,,1,1,1,1,3,3,3,3,1,3,3,3,1,2,3,2,3,3,5,3,99,2,4,4,2,2,2,2,2,2,3,4,2,1,2,2,1,4,1,4,3,1,4,4,4,2,2,2,3,2,96,96,96,67,2,2,3,3,4,2,1,6,2,,1,1,1,1,1,2,2,2,1,2,,2,4,1,8,4,3,2,2,1.7293408251466054
201901024088,2024-04-02T15:50:44Z,2024-04-02T16:03:46Z,2,2,2,3,2,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,4,3,3,3,3,2,2,1,1,2,1,1,1,1,1,1,1,2,2,3,2,1,2,2,1,1,,,,,,,,,,,,2,2,3,2,3,3,3,2,3,3,2,3,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,3,3,1,2,2,1,2,1,1,3,3,3,3,3,2,3,2,3,3,3,2,2,2,3,2,5,4,5,1,5,5,4,1,30,31,30,65,1,4,9,1,2,2,2,4,1,1,3,5,3,4,1,2,1,2,4,2,,2,3,3,9,3,2,2,3,1.1545251713205154
201901024207,2024-04-02T16:05:52Z,2024-04-04T10:55:14Z,2,1,1,4,2,4,4,4,3,4,2,2,3,4,2,4,3,3,2,4,3,3,4,4,3,1,4,4,1,1,1,1,1,3,2,2,1,2,4,3,2,1,2,2,1,1,1,3,1,3,3,2,1,3,1,1,3,,,,,,,,,,,,2,1,2,1,1,1,1,2,2,3,1,2,3,1,3,3,2,4,4,1,2,1,4,4,1,1,2,3,4,3,4,1,1,2,2,5,4,1,4,4,3,1,4,4,4,1,1,1,1,1,25,23,25,60,1,3,7,2,2,1,2,4,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,9,1,1,2,3,1.4421472896821719
201901024240,2024-04-02T15:40:20Z,2024-04-02T15:48:31Z,2,1,1,2,2,2,2,3,2,3,1,4,3,2,3,2,2,2,3,2,3,4,2,2,3,1,2,2,3,2,2,2,1,2,2,2,3,1,2,3,3,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,,,,,,,,,,,,1,1,2,1,2,1,3,3,3,1,3,3,1,1,3,2,3,3,3,3,1,1,4,3,3,2,1,2,2,2,4,1,2,1,2,1,1,3,2,4,3,2,4,4,4,2,1,2,4,2,96,27,96,65,1,1,2,2,1,1,1,5,2,,1,1,1,1,1,10,,3,6,3,2,2,3,1,9,3,2,2,3,1.906856035215894
201901024408,2024-04-04T17:14:45Z,2024-04-04T18:01:39Z,2,1,1,4,2,3,2,3,99,99,99,3,99,99,99,99,99,99,99,99,4,4,5,5,5,1,2,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,,,,,,,,,,,,2,1,2,1,1,1,1,3,3,3,3,2,3,3,3,2,2,3,5,2,2,2,2,3,2,2,2,2,2,5,5,1,1,2,3,3,3,2,2,4,4,,4,5,5,3,1,1,2,2,25,25,96,60,1,2,4,2,2,2,2,4,2,,4,1,1,4,1,1,2,1,2,4,99,9,9,3,1,3,1,1,1,2.146641288833927
