QKEY,INTERVIEW_START_W139,INTERVIEW_END_W139,DEVICE_TYPE_W139,LANG_W139,FORM_W139,XPARTYSUMFINAL_W139,XREG_W139,SATIS_W139,POL1JB_W139,POL1JBSTR_W139,INSTFAV_a_W139,INSTFAV_b_W139,INSTFAV_c_W139,INSTFAV_FED_W139,INSTFAV_STAT_W139,INSTFAV_LOC_W139,JBCONF_ECON_W139,JBCONF_CRIS_W139,JBCONF_IMMI_W139,JBCONF_CONG_W139,JBCONF_CLSR_W139,ISGZ_BDN_W139,REPFIELD_W139,REPNOMOE_CODED_W139,PRICANDSAT_R_DT_W139,PRICANDSAT_R_RDS_W139,PRICANDSAT_R_CC_W139,PRICANDSAT_R_VR_W139,PRICANDSAT_R_NH_W139,REPDEALFGHT_W139,PRMRYSYT_W139,REPPRI_FCS_W139,REPPRIMINT_W139,REPPRIMCOMP_W139,UKRFOL_W139,JB_RUSUKR_APP_W139,UKR_SPRT_W139,RU_UKN_THRT2_W139,PARTYTRAITH2H_FED_W139,PARTYTRAITH2H_WORK_W139,PARTYTRAITH2H_PLM_W139,PARTYTRAITH2H_SEL_W139,PARTYTRAITH2H_HON_W139,PARTYTRAITH2H_UNI_W139,PARTYTRAITH2H_LEAD_W139,PARTYTRAITH2H_MID_W139,ISGZ_FOL_W139,ISGZ_RESPNSBL_ISRGOV_W139,ISGZ_RESPNSBL_HMS_W139,ISGZ_RESPNSBL_ISRPPL_W139,ISGZ_RESPNSBL_PLS_W139,ISGZ_RESPNS_W139,BIDEN_FAVORISRPAL_W139,ISGZ_CONC_BIG_W139,ISGZ_CONC_TERR_W139,ISGZ_CONC_RSLV_W139,ISGZ_CONC_VLC_JW_W139,ISGZ_CONC_VLC_MSLM_W139,COEX_W139,COLGJOB_W139,COLGIMP_W139,EDUCJOB_W139,DEGRCOST_W139,NDEGRJOB_W139,DTREPPTY_W139,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W139
201901000728,2023-11-28T15:45:56Z,2023-11-28T15:53:47Z,2,1,1,1,1,2,2,2,2,4,4,,,,4,4,4,4,4,4,2,3,2,1,4,5,1,1,2,1,1,2,1,4,2,1,1,1,1,1,,,,,1,3,1,3,3,,4,2,2,2,1,1,1,2,1,2,1,3,1,1,4,9,1,4,2,2,4,2,,1,1,1,1,5,1,2,1,2,1,,1,2,1,2,3,99,2,2,1.264483228406655
201901000739,2023-11-30T07:05:44Z,2023-11-30T07:16:07Z,1,1,1,1,2,1,1,1,2,2,2,,,,2,99,2,2,2,1,2,25,,,,,,2,1,1,1,1,5,1,3,4,3,3,3,3,,,,,5,1,1,1,5,,3,2,1,1,1,2,1,5,2,2,2,2,2,1,3,7,2,3,2,3,1,2,,1,1,1,1,6,1,1,1,5,3,1,1,2,3,7,5,2,2,2,1.0412231720048084
201901000788,2023-11-28T19:44:50Z,2023-11-28T19:50:48Z,1,2,2,2,1,2,1,2,,,,3,2,2,3,2,3,3,2,3,4,,,,,,,,,2,2,1,2,2,4,2,,,,,3,3,3,3,4,1,1,1,1,1,,2,2,2,2,3,1,2,1,3,1,3,,1,1,2,2,4,1,2,3,1,8,4,1,3,4,4,2,2,2,5,3,2,2,3,1,9,3,1,2,3,0.3019067408558333
201901000797,2023-11-28T18:10:15Z,2023-11-28T18:24:30Z,1,1,1,2,2,2,99,,4,2,4,,,,2,2,2,2,3,3,4,,,,,,,,,2,2,2,2,1,2,1,2,2,2,2,,,,,1,1,1,2,2,,99,2,3,1,2,2,1,2,3,1,2,4,,1,3,5,3,3,1,2,4,1,8,99,5,3,4,1,12,,3,6,2,,2,3,2,1,3,2,2,1,0.5883303907711126
201901000848,2023-11-29T12:01:46Z,2023-11-29T12:05:51Z,2,1,1,2,1,1,1,1,4,2,2,,,,2,2,2,2,2,2,4,,,,,,,,,2,2,2,3,2,3,2,2,2,2,2,,,,,4,1,1,2,2,,4,2,2,1,1,1,2,4,2,1,3,2,,1,2,3,2,2,2,3,2,2,,1,1,1,1,2,12,,3,5,2,,2,3,1,2,3,1,2,1,1.1168128733288718
201901000865,2023-11-29T10:47:24Z,2023-11-29T10:54:55Z,2,1,2,2,1,2,2,2,,,,3,2,3,2,3,3,99,3,3,4,,,,,,,,,2,2,2,3,2,4,1,,,,,2,2,2,2,3,1,1,3,3,1,,1,1,1,1,1,1,4,2,3,2,4,,1,2,3,1,2,2,1,6,2,,1,1,1,1,2,10,,3,6,2,,2,4,1,6,4,1,2,2,1.032477142020628
201901001026,2023-11-28T15:28:47Z,2023-11-28T15:32:00Z,2,1,2,2,1,2,1,1,,,,2,2,2,2,2,2,2,3,2,2,,,,,,,,,1,2,1,4,5,4,4,,,,,2,2,2,2,3,5,5,5,5,4,,1,1,1,3,1,1,3,1,2,2,3,,1,1,2,1,2,2,3,2,2,,1,1,1,1,6,2,2,2,2,2,,2,3,1,1,3,1,2,1,0.7885126584058987
201901001142,2023-11-28T17:25:19Z,2023-11-28T17:30:04Z,2,1,1,2,1,1,1,1,4,2,3,,,,1,1,1,1,2,1,3,,,,,,,,,2,2,1,2,1,2,1,2,2,2,2,,,,,3,2,1,2,2,,3,3,3,3,2,2,1,2,3,1,2,3,,1,4,8,2,4,2,1,6,2,,1,1,1,1,1,2,2,2,1,2,,2,4,1,3,4,2,1,2,1.0219346194549572
201901001153,2023-11-29T11:20:48Z,2023-11-29T11:30:04Z,1,1,2,1,2,2,2,1,,,,4,2,2,4,4,4,4,4,5,2,8,,,,,,1,2,1,1,2,3,2,2,1,,,,,1,1,1,1,2,5,1,5,5,2,,2,1,2,2,2,1,5,2,3,3,1,2,1,3,5,3,4,2,2,3,2,,1,1,1,1,1,1,1,1,5,1,,1,1,3,3,1,1,2,2,1.010820857988522
201901001169,2023-11-30T09:32:20Z,2023-11-30T09:41:01Z,2,1,2,1,1,2,2,1,,,,2,2,2,3,3,4,3,3,4,2,8,1,2,4,3,1,1,2,2,1,1,3,5,2,4,,,,,1,1,1,1,3,5,5,5,5,4,,2,2,2,2,2,2,5,2,3,3,2,2,1,3,5,3,3,2,2,3,2,,1,1,1,1,1,12,,3,5,1,,1,1,1,2,2,1,2,1,1.0159865381110862
201901001175,2023-11-27T20:35:00Z,2023-11-27T20:38:11Z,2,1,2,2,1,2,2,1,,,,2,2,3,3,3,3,3,3,2,2,,,,,,,,,1,1,1,4,3,3,1,,,,,3,2,1,1,1,1,1,2,1,3,,1,1,1,1,4,1,2,1,2,2,2,,1,3,5,2,1,2,1,6,2,,1,1,1,1,6,5,,4,6,3,2,2,3,1,9,3,1,2,3,1.213114564856756
201901001329,2023-11-28T16:46:28Z,2023-11-28T16:53:04Z,2,1,1,1,1,2,2,1,2,3,3,,,,4,4,4,4,4,5,2,98,1,1,5,5,5,2,1,1,2,2,4,4,1,1,1,1,1,1,,,,,5,2,1,1,1,,4,2,1,2,4,4,1,1,1,1,1,4,2,1,2,3,3,3,2,2,3,2,,1,1,1,1,5,1,1,1,1,1,,1,2,1,3,3,2,1,2,1.1178212501000324
201901001394,2023-11-28T19:43:44Z,2023-11-28T19:55:42Z,2,1,1,2,2,1,1,1,4,1,2,,,,1,1,1,1,1,5,1,,,,,,,,,1,2,2,4,4,4,4,2,1,2,2,,,,,5,5,3,3,3,,3,1,1,1,1,1,1,3,3,6,3,3,,1,4,9,3,2,2,3,1,2,,1,1,1,1,2,12,,3,6,2,,2,3,3,2,3,1,2,1,1.0916139022109372
201901001408,2023-11-28T19:01:24Z,2023-11-28T19:11:11Z,2,2,1,9,2,2,2,2,3,3,3,,,,3,3,3,3,3,4,3,99,,,,,,2,2,1,2,2,5,5,4,4,3,3,3,3,,,,,1,5,5,5,5,,4,5,5,5,5,5,1,4,1,2,1,3,2,1,3,5,3,2,1,3,1,1,8,2,5,3,4,1,12,,3,6,3,99,9,9,3,2,3,1,2,1,4.936021717841393
201901001466,2023-11-28T19:55:14Z,2023-11-28T20:05:34Z,1,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,5,2,8,1,3,4,2,4,2,2,1,1,2,3,5,4,4,1,1,1,1,,,,,1,3,1,3,1,,2,2,2,4,1,5,2,4,2,4,3,2,1,1,3,5,3,4,1,3,2,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,2,2,3,2,99,1.343567270225035
201901001471,2023-11-28T16:44:58Z,2023-11-28T16:51:16Z,2,1,2,1,1,2,2,1,,,,4,3,2,4,4,4,4,4,4,3,7,2,3,4,2,3,1,4,2,2,2,3,4,1,3,,,,,3,3,3,3,3,1,1,2,2,3,,2,2,3,3,3,1,4,2,6,3,3,4,1,2,3,3,1,1,3,2,2,,1,1,1,1,1,12,,3,6,3,1,1,1,1,9,2,2,1,2,1.2632667309484953
201901001541,2023-11-28T15:41:11Z,2023-11-28T15:46:24Z,2,1,1,2,1,2,2,2,3,3,3,,,,2,3,3,2,3,2,4,,,,,,,,,2,2,2,3,2,3,1,3,3,3,3,,,,,3,1,1,2,2,,4,2,3,2,2,2,1,5,2,4,2,1,,1,3,5,3,2,2,1,6,2,,1,4,4,1,6,1,1,1,2,4,2,2,3,1,3,3,2,1,2,1.1615865097538323
201901001546,2023-11-28T18:46:13Z,2023-11-28T18:58:02Z,2,1,1,1,2,1,1,2,99,99,99,,,,2,3,3,2,2,2,3,4,,,,,,1,2,2,99,1,5,5,3,3,3,3,3,3,,,,,5,5,5,5,5,,3,4,3,2,3,4,1,3,1,3,2,3,4,1,2,3,99,2,2,3,2,2,,3,1,1,4,1,2,2,2,5,1,,1,9,2,8,99,2,2,2,1.6773938892019213
201901001669,2023-11-28T15:41:05Z,2023-11-28T15:44:29Z,2,1,1,2,2,1,1,2,2,2,2,,,,2,2,2,2,2,2,3,,,,,,,,,2,2,2,3,3,4,4,3,3,3,3,,,,,4,5,5,5,5,,4,3,3,3,3,3,1,3,3,3,2,3,,1,3,5,2,2,1,2,3,2,,1,1,1,1,6,12,,3,6,4,2,2,4,3,6,4,1,2,2,1.0049232005391944
201901001686,2023-11-28T15:57:31Z,2023-11-28T16:08:39Z,2,1,1,2,2,2,1,1,3,1,2,,,,1,1,1,1,1,1,3,,,,,,,,,2,2,1,3,1,3,2,2,2,2,2,,,,,2,1,2,1,2,,3,3,3,2,2,2,1,2,1,4,2,4,,1,4,9,2,4,1,3,2,2,,1,1,1,1,1,1,1,1,1,2,,2,3,3,1,2,,2,1,3.8857096147913435
201901001744,2023-11-28T21:30:47Z,2023-11-28T21:41:46Z,2,1,2,1,2,2,2,2,,,,3,3,2,3,3,3,3,3,4,2,8,,,,,,1,3,2,2,2,2,2,3,2,,,,,3,2,1,1,4,1,1,1,1,1,,2,2,2,3,3,1,3,1,4,1,4,2,1,1,2,1,2,1,1,6,2,,2,3,5,4,1,12,,3,6,3,1,1,2,3,9,3,2,2,2,1.2145724796366608
201901001856,2023-11-30T12:01:37Z,2023-11-30T23:10:39Z,2,1,1,1,1,1,2,2,2,2,1,,,,3,2,2,2,3,2,3,3,4,2,5,5,5,1,3,2,2,2,3,2,2,4,3,2,3,3,,,,,3,1,1,5,5,,4,4,3,3,2,2,1,1,1,3,1,3,4,1,3,5,2,2,2,2,4,1,3,1,1,3,1,1,2,2,2,4,1,,1,2,1,5,3,2,2,2,0.6556764491731666
201901001877,2023-11-28T18:55:00Z,2023-11-28T19:01:04Z,2,1,2,2,1,2,2,2,,,,3,3,2,2,2,2,3,4,4,4,,,,,,,,,2,2,2,3,3,3,3,,,,,2,3,3,2,3,1,1,2,3,1,,3,4,1,3,1,1,1,1,3,2,4,,1,3,6,2,1,2,1,6,2,,1,3,5,1,1,6,,4,4,2,,2,4,1,9,5,2,1,3,0.21372470085444528
201901001916,2023-11-30T18:51:11Z,2023-11-30T19:01:53Z,2,1,2,2,1,2,2,1,,,,3,3,3,4,4,4,4,4,4,4,,,,,,,,,2,2,2,2,3,1,1,,,,,3,3,3,3,3,1,1,1,1,1,,1,1,1,1,1,2,3,2,3,2,2,,1,3,5,2,3,1,2,3,1,97,1,4,3,1,1,1,1,1,1,4,2,2,3,1,1,3,1,2,1,0.18217345889582962
201901002003,2023-11-28T15:47:01Z,2023-11-28T15:54:12Z,2,1,2,1,1,2,2,1,,,,3,3,2,4,4,4,4,4,2,3,8,2,2,4,3,3,2,2,2,2,2,3,3,1,2,,,,,3,3,3,3,3,1,1,5,5,1,,4,3,4,3,4,2,3,2,3,2,3,2,1,3,5,3,2,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,2,2,1.0748927163020934
201901002008,2023-11-30T15:48:51Z,2023-11-30T15:56:36Z,2,1,2,1,1,2,2,2,,,,4,4,4,3,3,3,4,4,2,3,4,4,3,2,4,2,1,3,2,2,2,2,2,3,2,,,,,3,3,3,3,1,1,1,2,1,1,,2,2,3,3,3,1,4,3,2,3,2,5,1,3,5,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,2,3,1,1,2,1,9,3,1,1,3,0.9130594087912537
201901002033,2023-11-28T23:32:33Z,2023-11-28T23:44:08Z,1,1,2,1,1,2,2,1,,,,3,2,2,3,3,4,3,4,3,2,4,2,1,3,2,1,1,2,2,2,2,3,3,2,1,,,,,1,3,2,1,3,1,1,1,2,3,,1,2,3,2,3,2,4,2,3,2,2,1,1,3,5,2,4,1,1,5,1,99,1,4,3,1,1,1,2,1,6,3,1,1,2,1,5,3,2,1,2,0.0820285213272926
201901002068,2023-11-28T15:43:18Z,2023-11-28T15:53:54Z,1,1,2,2,2,1,1,2,,,,2,3,2,2,2,3,2,2,2,4,,,,,,,,,2,1,2,4,2,3,2,,,,,2,2,2,2,4,1,1,2,2,2,,3,5,2,3,3,2,1,1,2,1,4,,1,4,9,2,2,1,1,6,2,,1,3,5,1,1,1,2,1,4,2,,2,4,2,9,4,1,2,3,0.3296414710712658
201901002102,2023-11-28T18:18:24Z,2023-11-28T18:25:26Z,2,1,2,1,2,1,1,2,,,,2,2,2,2,3,3,3,3,2,3,99,,,,,,1,2,1,2,2,5,5,4,4,,,,,3,1,3,1,5,5,5,5,5,4,,2,2,3,3,3,1,3,1,3,2,4,4,1,2,3,2,2,1,3,2,2,,99,3,5,4,1,10,,3,5,3,1,1,2,3,1,4,1,1,99,0.9400188630196864
201901002170,2023-11-28T15:26:52Z,2023-11-28T15:30:42Z,2,1,1,1,1,1,2,1,2,4,3,,,,4,3,4,2,4,2,2,3,1,1,1,2,1,1,3,1,2,2,3,2,3,2,1,3,1,1,,,,,3,2,1,3,2,,3,3,5,3,5,5,1,3,2,2,1,4,4,1,3,5,3,2,1,1,6,2,,1,1,1,1,1,1,1,1,2,3,1,1,1,1,9,1,2,2,3,1.2623079418211653
201901002187,2023-11-29T09:02:45Z,2023-11-29T09:09:37Z,2,1,2,1,2,2,2,1,,,,4,2,2,4,4,4,3,4,4,2,8,,,,,,1,2,1,2,2,4,4,1,3,,,,,3,1,2,3,4,2,1,3,2,2,,3,2,2,4,4,1,5,2,4,3,2,1,2,2,3,3,3,1,3,2,2,,1,1,1,1,2,1,1,1,6,1,,1,1,3,9,1,1,1,2,1.3104238042024723
201901002244,2023-11-28T17:01:51Z,2023-11-28T17:17:23Z,2,1,1,1,1,2,2,1,3,4,4,,,,4,4,4,4,4,4,3,3,3,1,4,4,3,1,2,2,2,1,3,4,1,2,3,1,3,3,,,,,3,2,1,3,3,,2,2,3,2,2,4,1,4,2,3,3,2,2,1,3,7,2,3,2,1,5,2,,1,1,1,1,1,2,1,2,1,3,1,1,1,1,7,2,3,1,2,0.9417077779898835
201901002281,2023-11-28T15:26:48Z,2023-11-28T15:34:30Z,2,1,1,2,1,1,1,2,3,2,2,,,,2,2,2,2,2,2,3,,,,,,,,,2,1,2,4,2,3,2,2,3,2,2,,,,,3,5,5,5,5,,3,2,3,3,3,3,1,4,2,2,2,2,,1,3,5,3,2,1,1,6,2,,1,2,2,1,6,1,1,1,6,2,,2,4,1,8,4,1,2,2,0.5323179697900381
201901002357,2023-11-28T18:40:41Z,2023-11-28T18:52:43Z,2,1,1,1,1,2,2,1,3,4,3,,,,4,4,4,4,4,3,2,4,2,2,4,1,1,2,99,1,2,2,2,5,3,1,3,3,1,2,,,,,2,2,1,3,2,,2,1,1,1,1,3,2,4,2,1,3,2,3,1,1,1,3,4,1,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,2,2,2,3,1.0339445834419208
201901002380,2023-11-30T15:17:00Z,2023-11-30T15:24:29Z,1,1,2,1,1,2,2,1,,,,4,2,2,4,4,4,4,4,2,3,8,1,2,4,2,2,2,3,1,1,2,3,4,1,3,,,,,1,3,3,3,3,3,1,3,1,2,,5,3,5,2,5,2,5,2,2,3,3,1,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,1,1,1,2,1.4562313226323733
201901002419,2023-11-30T19:16:54Z,2023-11-30T19:30:54Z,2,1,1,1,1,2,2,1,2,3,3,,,,4,4,4,4,4,4,2,8,1,2,2,3,1,1,2,1,99,2,3,4,2,1,1,3,1,1,,,,,1,3,1,3,2,,3,1,1,1,1,2,1,1,1,2,1,4,2,1,1,2,2,4,1,3,2,2,,1,1,1,1,6,2,2,2,2,1,,1,1,1,2,2,2,2,1,1.3457820079638922
201901002509,2023-11-28T16:10:55Z,2023-11-28T16:15:51Z,1,1,1,1,1,2,1,2,2,2,2,,,,2,2,2,3,3,2,4,3,4,1,2,2,2,1,4,2,2,2,4,2,3,2,3,3,1,2,,,,,2,1,1,1,1,,3,3,4,2,3,4,2,4,2,4,2,1,4,1,3,7,2,3,2,2,3,2,,1,1,1,1,1,1,1,1,2,3,1,1,2,1,9,3,1,1,3,0.9718472330633418
201901002569,2023-11-28T17:09:00Z,2023-11-28T17:15:53Z,1,1,2,2,1,2,1,2,,,,2,1,1,2,2,3,1,2,2,3,,,,,,,,,2,2,2,4,1,3,1,,,,,2,2,2,2,4,2,1,3,3,3,,3,3,4,3,3,1,2,2,2,1,4,,1,3,5,1,3,1,1,6,2,,4,3,5,4,1,1,2,1,4,3,2,2,3,1,9,3,1,1,3,0.15742319721267842
201901002570,2023-11-30T11:30:50Z,2023-11-30T11:36:53Z,2,1,1,1,2,1,2,2,2,3,3,,,,3,3,3,3,3,5,3,8,,,,,,2,2,1,1,1,4,3,4,1,3,3,3,3,,,,,4,5,1,2,5,,4,3,3,3,3,3,2,3,1,3,2,4,2,1,3,5,2,2,1,1,6,2,,3,3,5,4,1,1,1,1,2,1,,1,1,3,9,2,1,1,3,0.3963161279955166
201901002620,2023-11-29T23:46:36Z,2023-11-29T23:55:54Z,2,2,2,2,1,1,1,1,,,,2,2,2,1,1,1,1,1,2,3,,,,,,,,,2,2,2,3,2,1,2,,,,,2,2,2,2,3,5,1,3,1,1,,1,1,1,1,1,1,1,2,1,1,2,,1,4,9,3,1,2,3,2,1,1,1,1,3,1,1,2,1,2,3,2,,2,3,1,1,3,2,2,99,4.321917209487002
201901002629,2023-11-29T14:00:01Z,2023-11-29T14:04:44Z,2,1,1,2,1,2,2,2,3,2,3,,,,3,3,4,3,3,3,3,,,,,,,,,2,1,1,3,2,3,2,1,2,1,3,,,,,3,3,1,3,1,,3,2,3,2,2,1,2,2,2,2,2,3,,1,1,1,3,4,2,1,6,2,,1,1,1,1,5,2,2,2,5,3,2,2,3,1,9,3,2,1,2,0.9338840990707288
201901002689,2023-11-28T17:15:14Z,2023-11-28T17:19:15Z,2,1,2,2,1,2,1,1,,,,3,3,2,1,2,2,2,2,2,4,,,,,,,,,2,2,2,3,2,3,2,,,,,3,2,2,2,2,1,1,99,99,1,,4,3,2,4,4,2,3,3,4,2,3,,1,2,4,2,3,2,1,5,2,,1,1,1,1,6,11,2,4,6,2,,2,4,1,2,4,2,1,1,1.445193302662553
201901002714,2023-11-28T20:43:24Z,2023-11-28T21:02:47Z,2,1,1,2,2,2,2,2,3,2,3,,,,3,3,3,3,2,4,3,,,,,,,,,2,2,1,3,3,4,4,2,2,2,2,,,,,3,1,1,3,3,,1,2,4,3,3,3,1,4,2,1,2,3,,1,3,5,1,4,1,1,6,2,,2,3,5,4,1,6,,4,2,3,2,2,3,3,5,3,1,2,2,0.2679148637116837
201901002718,2023-11-29T22:49:36Z,2023-11-30T15:27:43Z,2,1,1,1,1,99,2,1,3,4,4,,,,3,4,4,3,4,5,3,8,1,2,3,3,2,2,2,1,1,2,3,2,4,2,1,1,1,1,,,,,2,2,1,2,2,,2,2,2,2,2,2,2,1,3,4,3,3,3,1,3,5,3,3,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,4,1,5,2,2,2.875475968397839
201901002747,2023-12-02T11:15:00Z,2023-12-02T11:20:17Z,2,1,2,2,1,2,1,2,,,,2,2,2,3,4,2,3,3,3,2,,,,,,,,,2,2,2,3,2,3,2,,,,,2,2,2,2,3,1,1,2,3,1,,3,4,2,2,2,1,4,2,3,2,2,,1,4,8,1,2,2,1,5,2,,1,1,1,1,2,12,,3,5,2,,2,3,1,8,3,1,2,2,1.0231100217840283
201901002765,2023-11-28T15:40:50Z,2023-11-28T15:45:02Z,1,1,2,2,2,2,1,1,,,,3,3,4,2,1,2,2,2,1,4,,,,,,,,,2,2,2,3,3,1,3,,,,,3,3,2,3,3,2,1,2,2,4,,4,4,4,3,4,1,5,2,5,3,2,,2,4,9,3,2,1,1,6,2,,1,1,1,1,1,12,,3,6,2,,2,3,3,6,3,2,1,2,1.2082881439832247
201901002810,2023-11-28T15:52:47Z,2023-11-28T16:16:53Z,2,1,1,1,1,2,2,1,2,4,3,,,,4,4,4,4,4,2,2,8,1,4,4,2,4,2,3,2,1,2,2,4,1,2,3,3,3,3,,,,,2,1,1,2,1,,2,1,1,1,1,1,2,4,2,4,3,2,1,1,4,9,1,3,2,2,4,1,97,1,4,3,1,1,99,1,99,1,1,,1,1,1,3,1,1,2,2,0.4442917857721401
201901002815,2023-11-28T16:35:31Z,2023-11-28T16:51:06Z,1,1,1,2,1,1,1,2,2,2,2,,,,2,2,2,2,2,2,3,,,,,,,,,1,2,1,4,2,3,4,3,2,3,3,,,,,4,5,99,3,3,,4,2,3,3,3,3,1,1,1,3,1,4,,1,1,1,2,3,2,2,4,2,,1,1,1,1,1,1,2,1,5,3,2,2,3,1,7,2,1,2,2,0.9522962934504018
201901002864,2023-11-28T16:40:53Z,2023-11-28T17:02:33Z,2,1,1,2,1,2,2,2,2,2,3,,,,3,2,3,3,2,2,2,,,,,,,,,2,1,1,99,2,4,1,3,3,3,3,,,,,3,5,5,5,5,,1,2,2,2,3,3,2,3,1,3,2,3,,2,4,8,3,4,2,3,1,1,6,1,1,3,1,1,2,2,2,2,2,,2,3,1,2,3,4,2,2,1.0391328269557447
201901002911,2023-11-28T16:36:04Z,2023-11-28T16:57:01Z,2,1,2,9,2,2,2,2,,,,3,3,3,2,3,3,3,3,5,3,99,,,,,,1,2,99,2,1,4,5,4,1,,,,,3,3,2,3,5,2,1,5,5,4,,2,2,2,2,2,1,5,2,2,2,3,3,2,3,6,2,3,2,3,2,2,,1,1,1,1,5,1,1,1,2,99,99,9,9,3,1,3,3,2,1,2.3438089237531194
201901002965,2023-11-30T10:03:53Z,2023-11-30T10:08:02Z,2,1,1,1,1,2,2,1,3,4,3,,,,4,4,4,4,4,5,4,8,2,3,5,3,4,1,3,2,2,2,4,3,1,4,1,1,1,3,,,,,4,1,1,3,3,,4,3,4,4,3,4,1,5,2,6,3,2,4,1,2,4,2,2,2,2,3,2,,1,4,4,1,2,12,,3,6,4,1,1,2,1,5,3,2,2,2,0.9221871279590578
201901003060,2023-11-30T11:21:17Z,2023-11-30T12:26:44Z,2,1,1,2,1,2,2,2,3,3,3,,,,3,3,3,3,3,5,4,,,,,,,,,2,2,2,4,5,3,1,3,3,3,3,,,,,3,1,1,1,1,,4,2,3,2,3,3,2,4,2,4,3,2,,1,3,7,1,2,2,3,1,1,1,1,1,3,1,1,2,2,2,4,2,,2,3,1,1,3,1,2,1,0.7226998888573125
201901003096,2023-11-29T11:38:11Z,2023-11-29T11:40:51Z,2,1,2,2,2,2,1,2,,,,3,2,2,2,2,2,2,3,3,4,,,,,,,,,2,2,1,3,2,1,2,,,,,2,2,2,3,2,1,2,2,3,1,,1,3,1,2,2,1,3,1,2,2,3,,1,3,6,2,1,1,1,5,2,,1,1,1,1,6,12,,3,6,2,,2,4,2,9,4,1,1,3,1.7346750636132073
201901003131,2023-11-29T15:21:36Z,2023-11-29T15:33:44Z,2,1,2,1,1,1,2,2,,,,2,2,2,3,3,3,3,3,2,3,8,1,2,2,2,2,1,2,1,1,1,4,2,4,4,,,,,1,1,1,1,4,5,5,5,5,4,,3,3,3,3,3,1,2,1,3,2,4,2,1,2,3,1,4,1,3,1,2,,1,1,1,1,1,2,2,2,6,1,,1,2,1,6,3,2,2,2,1.4244540570220483
201901003145,2023-11-29T12:28:26Z,2023-11-29T12:45:30Z,1,1,2,1,1,2,2,1,,,,3,4,2,4,3,4,3,4,3,3,4,4,2,1,4,1,2,2,2,2,1,1,2,2,1,,,,,1,1,3,1,1,2,1,2,2,3,,2,1,1,2,2,2,1,1,1,1,4,5,1,4,9,2,4,1,1,6,1,1,1,1,3,1,1,2,1,2,2,3,1,1,1,1,8,1,3,2,2,0.21394055780549126
201901003191,2023-11-28T18:58:02Z,2023-11-28T19:02:25Z,1,1,2,2,1,1,1,1,,,,3,2,3,1,1,2,1,3,2,4,,,,,,,,,2,2,2,2,1,3,1,,,,,2,3,2,2,2,1,1,5,5,1,,1,1,1,1,1,1,2,1,3,2,3,,2,1,1,2,2,2,1,6,2,,1,1,1,1,6,10,,3,6,2,,2,4,1,9,4,1,2,3,0.9551824037945454
201901003294,2023-11-29T12:26:35Z,2023-11-29T12:34:26Z,3,1,1,2,1,1,1,2,4,2,4,,,,2,1,3,1,2,1,3,,,,,,,,,2,1,2,4,1,3,1,2,2,2,2,,,,,3,3,1,3,2,,3,1,1,4,2,2,2,5,2,3,2,3,,1,4,9,1,4,2,1,6,2,,1,2,2,1,3,1,1,1,6,4,2,2,3,1,9,3,1,2,2,1.3379737564132077
201901003367,2023-11-28T15:38:12Z,2023-11-28T15:44:14Z,1,1,2,1,1,2,2,1,,,,4,4,4,4,4,4,4,4,2,3,8,1,3,4,4,4,2,2,2,2,2,5,4,1,2,,,,,3,3,3,3,3,3,1,3,3,3,,2,3,3,1,4,2,4,3,4,3,2,1,1,2,3,3,3,2,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,9,1,2,2,3,0.98140820742053
201901003368,2023-11-28T18:26:53Z,2023-11-28T18:29:33Z,2,1,2,2,1,2,2,2,,,,4,2,3,3,3,3,4,4,4,4,,,,,,,,,2,2,1,3,3,2,1,,,,,3,3,3,2,1,1,2,2,3,1,,2,3,1,1,1,2,2,2,1,2,3,,1,1,2,2,1,2,1,6,2,,1,1,1,1,2,10,,3,6,3,2,2,4,1,2,5,2,2,1,2.127348187098453
